Council,Value,Type
ES,Cadmium (Dissolved),Measurement
ES,Carbonate,Measurement
ES,Hardness,Measurement
ES,Molybdenum (Dissolved),Measurement
ES,Nitrogen (Total Ammoniacal),Measurement
ES,Silica (Reactive),Measurement
ES,"Clarity (Black Disc, Field)",Measurement
ES,Bromine (Dissolved),Measurement
ES,Iodine (Dissolved),Measurement
ES,Carbon (Dissolved Non-Purgeable Organic),Measurement
ES,Suspended Sediment (Concentration),Measurement
ES,Associated Rainfall Site,Measurement
ES,Carbon (Dissolved Inorganic <mmol/L>),Measurement
ES,"Carbon (Dissolved Inorganic, Inverse <1/mmol/L>)",Measurement
ES,Baseflow,Measurement
ES,Flow Percentiles,Measurement
ES,WQ Sample,Measurement
ES,Carbon (Non-Purgeable Organic),Measurement
ES,Dissolved Oxygen Sat (Field),Measurement
ES,Dissolved Oxygen (Field),Measurement
ES,pH,Measurement
ES,Water Level,Measurement
ES,Absorbance (440nm),Measurement
ES,"Oxygen Demand (Biological, 5 day)",Measurement
ES,Carbon (Total Organic),Measurement
ES,Oxygen Demand (Carbonaceous Biochemical),Measurement
ES,Nitrogen (Dissolved Kjeldahl),Measurement
ES,Phosphorus (Total Dissolved),Measurement
ES,Nitrogen (Total Dissolved),Measurement
ES,Phosphorus (Dissolved Organic),Measurement
ES,Turbidity (Field),Measurement
ES,Black Disc (Field),Measurement
ES,Coliforms (Total <CFU>),Measurement
ES,Entercocci <MPN>,Measurement
ES,Rainfall,Measurement
ES,Chlorophyll A <ug/sample>,Measurement
NCC,Conductivity,Measurement
NCC,Turbidity,Measurement
NCC,pH,Measurement
NCC,Total Nitrogen,Measurement
NCC,Total Phosphorus,Measurement
NCC,Nitrate Nitrogen,Measurement
NCC,Ammoniacal Nitrogen,Measurement
NCC,Dissolved Reactive Phosphorus,Measurement
NCC,Black Disc Clarity,Measurement
NCC,Total Suspended Solids,Measurement
NCC,Coded Abundance: No of Taxa,Measurement
NCC,Dissolved Oxygen (%),Measurement
NCC,Dissolved Oxygen (mg/l),Measurement
NCC,E. coli CFU,Measurement
NCC,MCI,Measurement
NCC,SQMCI,Measurement
NCC,Water Temperature Discrete,Measurement
NCC,Water Temperature Continuous,Measurement
NCC,Nitrite Nitrogen,Measurement
NCC,Chlorophyll a,Measurement
NCC,Didymo,Measurement
NCC,Cyanobacteria mats,Measurement
NCC,Green filaments,Measurement
NCC,Other filaments,Measurement
NCC,Other Mats > 2mm thick (excluding Didymo & Cyano),Measurement
NCC,Sludge,Measurement
NCC,Fine sediment,Measurement
NCC,Thin Films,Measurement
NCC,Bare Area,Measurement
NCC,No of Taxa (MCI),Measurement
NCC,Water Quality Flow,Measurement
NCC,WQ Sample,Measurement
NCC,Water Level,Measurement
NCC,Gauging Results,Measurement
NCC,Hydrometric Gaugings,Measurement
NCC,Hydrometric Sections,Measurement
NCC,Water Temperature WT-HR,Measurement
NCC,Air Temperature 10 Min,Measurement
NCC,Water Temperature Continuous2,Measurement
NCC,Hydrometric Facecard,Measurement
NCC,Water Temperature Hobo,Measurement
NCC,Water Temperature Continuous3,Measurement
NCC,Dissolved Oxygen (%) D_Opto,Measurement
NCC,Dissolved Oxygen (PPM) D_Opto,Measurement
NCC,Volumetric Flow,Measurement
MDC,Flow (X),Measurement
MDC,E. coli,Measurement
MDC,Water Temperature (Field),Measurement
MDC,Conductivity (Field),Measurement
MDC,Dissolved Oxygen Sat (Field),Measurement
MDC,Dissolved Oxygen Conc (Field),Measurement
MDC,Conductivity (Lab),Measurement
MDC,pH (Field),Measurement
MDC,pH (Lab),Measurement
MDC,Suspended Solids - Total,Measurement
MDC,Turbidity (Lab),Measurement
MDC,Faecal Coliforms,Measurement
MDC,Nitrite/Nitrate - Nitrogen,Measurement
MDC,Nitrate - Nitrogen,Measurement
MDC,Ammonia - Nitrogen,Measurement
MDC,Dissolved Reactive Phosphorus,Measurement
MDC,MCI,Measurement
MDC,SQMCI,Measurement
MDC,%EPT,Measurement
MDC,Nitrite - Nitrogen,Measurement
MDC,Total Inorganic Nitrogen - Lab,Measurement
MDC,Dissolved Reactive Phosphorus - Trace,Measurement
MDC,Nitrite - Nitrogen - Trace,Measurement
MDC,Nitrite/Nitrate - Nitrogen - Trace,Measurement
MDC,Ammonia - Nitrogen - Trace,Measurement
MDC,Nitrate - Nitrogen - Trace,Measurement
MDC,Taxa Richness,Measurement
MDC,WQ Sample,Measurement
MDC,Arsenic - Total,Measurement
MDC,Copper - Total,Measurement
MDC,Zinc - Total,Measurement
MDC,Arsenic - Dissolved,Measurement
MDC,Copper - Dissolved,Measurement
MDC,Zinc - Dissolved,Measurement
MDC,Chloride - Dissolved,Measurement
MDC,Sulphate - Dissolved,Measurement
MDC,Magnesium - Dissolved,Measurement
MDC,Calcium - Dissolved,Measurement
MDC,Potassium - Dissolved,Measurement
MDC,Sodium - Dissolved,Measurement
MDC,Reactive Silica,Measurement
MDC,Total Alkalinity,Measurement
MDC,Hardness,Measurement
MDC,Total Anions,Measurement
MDC,Total Cations,Measurement
MDC,% Difference in Ion Balance,Measurement
MDC,Nitrate - Nitrogen (Field),Measurement
MDC,Ammonia - Nitrogen (Field),Measurement
MDC,Simulated Flow (X),Measurement
MDC,Cadmium - Total,Measurement
MDC,Ion Balance,Measurement
MDC,Total Phosphorus,Measurement
MDC,Total Nitrogen,Measurement
MDC,Bromide - Dissolved,Measurement
MDC,Fluoride,Measurement
MDC,Iron - Dissolved,Measurement
MDC,Boron - Dissolved,Measurement
MDC,Manganese - Dissolved,Measurement
MDC,Total Alkalinity as HCO3,Measurement
MDC,Wind Speed (Field),Measurement
MDC,Air Temperature (Field),Measurement
MDC,Mean Residence Time,Measurement
MDC,Tritium,Measurement
MDC,Radon,Measurement
MDC,Cadmium - Dissolved,Measurement
MDC,Oxygen-18,Measurement
MDC,Deuterium,Measurement
MDC,Chromium - Dissolved,Measurement
MDC,Fluoride - Dissolved,Measurement
MDC,Bromide,Measurement
MDC,Total Dissolved Nitrogen,Measurement
MDC,Aluminium - Dissolved,Measurement
MDC,Dicamba,Measurement
MDC,Bupirimate,Measurement
MDC,Ammonia - Nitrogen (24 hr),Measurement
MDC,Dissolved Reactive Phosphorus (24 hr),Measurement
MDC,Dissolved Inorganic Nitrogen,Measurement
NRC,Flow,Measurement
NRC,Turbidity (X),Measurement
NRC,Total Nitrogen,Measurement
NRC,Dissolved Reactive Phosphorus,Measurement
NRC,Dissolved Oxygen (Lab),Measurement
NRC,pH (Lab),Measurement
NRC,Total Kjeldahl Nitrogen,Measurement
NRC,Total Coliforms,Measurement
NRC,pH (Discrete),Measurement
NRC,Ammoniacal Nitrogen,Measurement
NRC,Conductivity at 25 deg C,Measurement
NRC,Dissolved Oxygen Percent Saturation,Measurement
NRC,Escherichia coli,Measurement
NRC,Nitrate Nitrogen,Measurement
NRC,Nitrite Nitrogen,Measurement
NRC,Nitrite/nitrate nitrogen,Measurement
NRC,Secchi Depth,Measurement
NRC,Temperature,Measurement
NRC,Total Phosphorus,Measurement
NRC,Periphyton Mat % Coverage,Measurement
NRC,Periphyton Filamentous % Coverage,Measurement
NRC,Periphyton Cyanobacteria % Coverage,Measurement
NRC,Chlorophyll a (benthic),Measurement
NRC,WQ Sample,Measurement
NRC,PCR General (Water),Measurement
NRC,PCR Ruminant  (Water),Measurement
NRC,PCR Human Bacteroidales (Water),Measurement
NRC,PCR Bird (Water),Measurement
NRC,PCR Dog (Water),Measurement
NRC,PCR Human BiADO (Water),Measurement
NRC,Faecal sterols (Wildfowl),Measurement
NRC,Faecal sterols (Plant),Measurement
NRC,Faecal sterols (Human),Measurement
NRC,Faecal sterols (Ruminant),Measurement
ORC,Dissolved Oxygen (Field),Measurement
ORC,Turbidity (X),Measurement
ORC,Total Nitrogen,Measurement
ORC,Water Temperature (Field),Measurement
ORC,pH (Lab),Measurement
ORC,E-Coli MPN,Measurement
ORC,Suspended Solids (Lab),Measurement
ORC,Conductivity (Field),Measurement
ORC,Dissolved Oxygen Saturation (Field),Measurement
ORC,Nitrite/Nitrate Nitrogen,Measurement
ORC,Ammoniacal Nitrogen,Measurement
ORC,Dissolved Reactive Phosphorus,Measurement
ORC,Total Phosphorus,Measurement
ORC,MCI,Measurement
ORC,TaxaRichness,Measurement
ORC,%EPT Taxa,Measurement
ORC,Chlorophyll a,Measurement
HRC,Water Level,Measurement
HRC,Voltage,Measurement
HRC,Water Temperature,Measurement
HRC,Water Level (backup sensors),Measurement
HRC,Conductivity Low Range (T Comp),Measurement
HRC,Water level statistics: SD,Measurement
HRC,Water level statistics: Point Sample,Measurement
HRC,Turbidity: Point Sample,Measurement
HRC,SampleID,Measurement
HRC,Auto Sampler Turbidity,Measurement
HRC,Turbidity (Low Range): Point Sample,Measurement
HRC,WL (backup) statistics: SD,Measurement
HRC,WL (backup) statistics: Point Sample,Measurement
HRC,Site Hautapu at US Rangitikei River Conf has no measurements,Measurement
HRC,Rainfall,Measurement
HRC,Water Level (NIWA),Measurement
HRC,SCADA Rainfall,Measurement
HRC,SCADA Rainfall (backup),Measurement
HRC,Campbell Signature,Measurement
HRC,Campbell Software Version,Measurement
HRC,Soil Temperature,Measurement
HRC,Soil Moisture,Measurement
HRC,pH sensor,Measurement
HRC,Turbidity (EPA),Measurement
HRC,Flow Rate,Measurement
HRC,Turbidity (ISO),Measurement
HRC,Site Manawatu at Whirokino has no measurements,Measurement
HRC,Site Manawatu at Opiki Br has no measurements,Measurement
HRC,Site Manawatu at Ngawapurua Bridge has no measurements,Measurement
HRC,Atmospheric Pressure,Measurement
HRC,Conductivity sensor,Measurement
HRC,Dissolved Oxygen sensor,Measurement
HRC,Dissolved Oxygen (%),Measurement
HRC,Dissolved Oxygen (ppm),Measurement
HRC,Total Suspended Solids (HRC),Measurement
HRC,Total Nitrogen (HRC),Measurement
HRC,Volume,Measurement
HRC,Nitrate (UV),Measurement
HRC,Turbidity (backup),Measurement
HRC,Voltage (backup sensors),Measurement
HRC,Site Mangatainoka at Putara has no measurements,Measurement
HRC,Site Mangatainoka at Brewery - S.H.2 Bridge has no measurements,Measurement
HRC,Site Mangatera at u/s Manawatu confluence has no measurements,Measurement
HRC,Rainfall (backup sensors),Measurement
HRC,Modeled Flow,Measurement
HRC,Site Mangawhero at DOC Headquarters has no measurements,Measurement
HRC,Site Ohau at Gladstone Reserve has no measurements,Measurement
HRC,Site Ohau at Haines Property has no measurements,Measurement
HRC,Turbidity (ISO) - OBS,Measurement
HRC,Turbidity (ISO) - Ratio,Measurement
HRC,Flow,Measurement
HRC,Site Oroua at Awahuri Bridge has no measurements,Measurement
HRC,Site Oroua at Apiti has no measurements,Measurement
HRC,Water level statistics: Median,Measurement
HRC,Site Patiki Stream at Kawiu Road has no measurements,Measurement
HRC,Site POREWA AT ONEPUHI ROAD has no measurements,Measurement
HRC,Site Tiraumea u/s Manawatu Confluence has no measurements,Measurement
HRC,Site Tokomaru River at Horseshoe bend has no measurements,Measurement
HRC,Site Waikawa at Huritini has no measurements,Measurement
HRC,Forecast Rainfall,Measurement
HRC,Gauging Results,Measurement
HRC,Hydrometric Facecard,Measurement
HRC,Site Whanganui at Wades Landing has no measurements,Measurement
HRC,Turbidity: Mean,Measurement
HRC,Site Whanganui at Cherry Grove has no measurements,Measurement
HRC,Site Mangawhero at u/s Ohakune STP has no measurements,Measurement
HRC,Site Mangaehuehu at u/s Rangataua STP has no measurements,Measurement
HRC,Site Makotuku at Above Sewage Plant has no measurements,Measurement
HRC,Site Pongaroa at u/s Pongaroa STP has no measurements,Measurement
HRC,Site Rangitikei at u/s Bulls STP has no measurements,Measurement
HRC,Site Rangitawa Stream at us Halcombe oxpond has no measurements,Measurement
HRC,Site Whangaehu at u/s Winstone Pulp has no measurements,Measurement
HRC,Site Waitangi at u/s Waiouru STP has no measurements,Measurement
HRC,Site Piakatutu at u/s Sanson STP has no measurements,Measurement
HRC,Site Mangaore at u/s Shannon STP has no measurements,Measurement
HRC,Site Mangatera at Dannevirke has no measurements,Measurement
HRC,Site Mangaatua at u/s Woodville STP has no measurements,Measurement
HRC,Site Makakahi at u/s Eketahuna STP has no measurements,Measurement
HRC,Site Oroua at U/S AFFCO Feilding has no measurements,Measurement
HRC,Site Oroua at U/S Feilding STP has no measurements,Measurement
HRC,Site Manawatu at u/s PNCC STP has no measurements,Measurement
HRC,Site Manawatu at us Fonterra Longburn has no measurements,Measurement
HRC,Site Manawatu at u/s PPCS Shannon has no measurements,Measurement
HRC,Site Mangatainoka at u/s Pahiatua STP has no measurements,Measurement
HRC,Site Tutaenui Stream at u/s Marton STP has no measurements,Measurement
HRC,Site Mangarangiora Trib at US Norsewood STP has no measurements,Measurement
HRC,Site Unnamed Trib of Waipu at us Ratana STP has no measurements,Measurement
HRC,Site Oroua Trib at U/S Kimbolton STP has no measurements,Measurement
HRC,Site Mowhanau Stream at Footbridge has no measurements,Measurement
HRC,Site Mangatainoka at Scarborough Konini Rd has no measurements,Measurement
HRC,Site Mangatainoka at u/s Tiraumea Confluence has no measurements,Measurement
HRC,Site Oroua at Mangawhata has no measurements,Measurement
HRC,Site Rangitikei @ Kakariki has no measurements,Measurement
HRC,Site Whanganui @ Paetawa has no measurements,Measurement
HBRC,Dissolved Oxygen (X),Measurement
HBRC,Black Disc,Measurement
HBRC,Total Phosphorus,Measurement
HBRC,Dissolved Oxygen (Saturated) (X),Measurement
HBRC,Dissolved Reactive Phosphorus,Measurement
HBRC,E. Coli,Measurement
HBRC,Faecal Coliforms,Measurement
HBRC,Ammoniacal Nitrogen,Measurement
HBRC,Nitrite Nitrogen,Measurement
HBRC,Nitrate Nitrogen,Measurement
HBRC,pH (Lab),Measurement
HBRC,pH (Field),Measurement
HBRC,Total Kjeldahl Nitrogen,Measurement
HBRC,Total Nitrogen,Measurement
HBRC,Total Organic Nitrogen,Measurement
HBRC,Turbidity (Lab),Measurement
HBRC,Turbidity (Field),Measurement
HBRC,Macroinvertebrate Community Index Value,Measurement
HBRC,Suspended Solids,Measurement
HBRC,Electrical Conductivity - Field,Measurement
HBRC,Enterococci,Measurement
HBRC,Nitrate + Nitrite Nitrogen,Measurement
HBRC,Water Temperature (WQ),Measurement
HBRC,Total Organic Carbon,Measurement
HBRC,Bicarbonate,Measurement
HBRC,Calcium,Measurement
HBRC,Carbonate,Measurement
HBRC,Chloride,Measurement
HBRC,Electrical Conductivity - Lab,Measurement
HBRC,Free Carbon Dioxide,Measurement
HBRC,Hardness (total),Measurement
HBRC,pH (X),Measurement
HBRC,Potassium,Measurement
HBRC,Silica,Measurement
HBRC,Sodium,Measurement
HBRC,Sulphate,Measurement
HBRC,Total Alkalinity,Measurement
HBRC,Puddle Water Level,Measurement
HBRC,Periphyton Chlorophyll a,Measurement
HBRC,Dissolved Inorganic Nitrogen,Measurement
HBRC,Magnesium,Measurement
HBRC,% EPT Abundance,Measurement
HBRC,No. Individuals (Macroinvert),Measurement
HBRC,No. Taxa (Macroinvert),Measurement
HBRC,Soft bottomed MCI,Measurement
HBRC,Semi quantitative MCI,Measurement
HBRC,Semi quantitative soft bottomed MCI,Measurement
HBRC,Ash Free Dry Weight,Measurement
HBRC,% Total visual periphyton cover,Measurement
HBRC,% cover phormidium,Measurement
HBRC,% cover sludge,Measurement
HBRC,% cover green filamentous algae >2cm,Measurement
HBRC,% cover green filamentous algae <2cm,Measurement
HBRC,% cover film,Measurement
HBRC,% cover other filamentous algae >2cm,Measurement
HBRC,% cover other filamentous algae <2cm,Measurement
HBRC,% cover mats > 3mm,Measurement
HBRC,% cover mats 0.5 - 3mm,Measurement
HBRC,% no algae cover,Measurement
HBRC,% cover moss,Measurement
HBRC,% cover macrophytes,Measurement
HBRC,Silt / mud / sand bed substrate,Measurement
HBRC,Gravel bed substrate,Measurement
HBRC,Cobble bed substrate,Measurement
HBRC,Boulder bed substrate,Measurement
HBRC,Bedrock bed substrate,Measurement
HBRC,Embeddedness,Measurement
HBRC,Siltation on substrate,Measurement
HBRC,% cover other filamentous algae (old),Measurement
HBRC,% cover mats (old),Measurement
HBRC,No. EPT Individual,Measurement
HBRC,Quantitative MCI,Measurement
HBRC,Soft bottomed Quantitative MCI,Measurement
HBRC,Surface Area Scraped,Measurement
HBRC,Ash Free Dry Weight (g/m2),Measurement
HBRC,Ash Free Dry Weight per sample,Measurement
HBRC,Chlorophyll A per sample,Measurement
HBRC,Chlorophyll a calculated,Measurement
HBRC,% EPT Taxa,Measurement
HBRC,% Hydr,Measurement
HBRC,% EPT excl Hydr,Measurement
HBRC,EPT excl Hydr,Measurement
HBRC,Hydroptilidae,Measurement
HBRC,Volatile Suspended Solids,Measurement
HBRC,WQ Sample,Measurement
HBRC,WQ Flow,Measurement
HBRC,Iron,Measurement
HBRC,Manganese,Measurement
HBRC,Ash Free Dry Weight (mg/m2),Measurement
HBRC,Chlorophyll a WATER (Trace),Measurement
HBRC,Dissolved Reactive Phosphorus (Trace),Measurement
HBRC,Ammoniacal Nitrogen (Trace),Measurement
HBRC,Total Nitrogen (Trace),Measurement
HBRC,Chlorophyll a WATER,Measurement
HBRC,Total Dissolved Solids (gravimetric),Measurement
HBRC,Ion Balance,Measurement
HBRC,Total Anions,Measurement
HBRC,Total Cations,Measurement
HBRC,Total Dissolved Solids (approx),Measurement
GDC,Water Level,Measurement
GDC,Gauging Results,Measurement
GDC,Rainfall,Measurement
GDC,Hydrometric Gaugings,Measurement
GDC,Hydrometric Sections,Measurement
GDC,Water Temperature,Measurement
GDC,pH (Field),Measurement
GDC,Level,Measurement
GDC,Salinity,Measurement
GDC,Total Nitrogen,Measurement
GDC,pH (Lab),Measurement
GDC,Conductivity (Field),Measurement
GDC,Barometric Pressure (hPa),Measurement
GDC,Water Level (Foxboro chart),Measurement
GDC,Water Level (DO LOGGERDAT),Measurement
GDC,Water Level (Telemetry),Measurement
GDC,Total Coliforms CFU/100ml,Measurement
GDC,Faecal Coliforms CFU/100ml,Measurement
GDC,Enterococci CFU/100ml,Measurement
GDC,Conductivity  us/cm at 25C,Measurement
GDC,Salinity   ppt,Measurement
GDC,Sulphate g/m3 SO4,Measurement
GDC,Total Hardness  CaCO3,Measurement
GDC,Chloride Cl,Measurement
GDC,Iron (WQ),Measurement
GDC,Turbidity NTU (nephelmetric turb units),Measurement
GDC,Total Suspended Solids (TSS;g/m3),Measurement
GDC,Dissolved Oxygen g/m3,Measurement
GDC,Nitrate - Nitrogen as N g/m3,Measurement
GDC,Nitrite g/m3 N,Measurement
GDC,Dissolved Reactive Phosphorus g/m3 P,Measurement
GDC,Calcium Hardness   CaCO3,Measurement
GDC,Biochemical Oxygen Demand O2,Measurement
GDC,Water Temperature (WQ),Measurement
GDC,Ammonia - Nitrogen as N g/m3,Measurement
GDC,Potassium  K,Measurement
GDC,Sodium Total,Measurement
GDC,Odour,Measurement
GDC,Magnesium Hardness CaCO3,Measurement
GDC,Weather,Measurement
GDC,Wind Direction (WQ),Measurement
GDC,Wind Velocity,Measurement
GDC,Water Rise/Fall,Measurement
GDC,Tide,Measurement
GDC,Distance Upstream,Measurement
GDC,Depth from Surface,Measurement
GDC,Tin SN,Measurement
GDC,Total Phosphorus as P  g/m3,Measurement
GDC,E.Coli CFU/100mL,Measurement
GDC,Total Oil/Grease,Measurement
GDC,Battery Voltage,Measurement
GDC,Rainfall Count,Measurement
GDC,Total Oxidised Nitrogen,Measurement
GDC,Dissolved Organic Phosphorus,Measurement
GDC,Dissolved Oxygen %,Measurement
GDC,Specific Conductivity (Field),Measurement
GDC,Dissolved Inorganic Nitrogen (DIN),Measurement
GDC,Chlorophyll A (mg/L),Measurement
GDC,Turbidity (Field),Measurement
GDC,Nitrate + Nitrite,Measurement
GDC,MCI,Measurement
GDC,Nitrate NO3 g/m3,Measurement
GDC,Volume for Clorophyll-a,Measurement
GDC,pH (24hr Composite),Measurement
GDC,Hydrometric Facecards,Measurement
GDC,Dissolved Oxygen mg/L (Lab),Measurement
GDC,Dissolved Oxygen % (Lab),Measurement
GDC,WQ Sample,Measurement
GDC,Nitrite (as NO2),Measurement
GDC,6.00 Minutes Maxima,Measurement
GDC,Static Water Level,Measurement
GDC,Bottles sampled,Measurement
GDC,Rainfall (Telemetered),Measurement
GDC,Rainfall (Logger Data),Measurement
GDC,Rainfall (Unedited),Measurement
GDC,Turbidity (Greenspan Turbidity(NTU)),Measurement
GDC,Var 811 (Excalibur Turb (mg/l)),Measurement
GDC,Water Level (CAMPBELL LOG),Measurement
GDC,Total Alkalinity CaCO3,Measurement
GDC,Stage,Measurement
GDC,Site Mata at Mata Bridge Telemetry Station has no measurements,Measurement
GDC,Air Temperature,Measurement
GDC,Flow,Measurement
GDC,Minima,Measurement
GDC,Total Coliforms MPN,Measurement
GDC,Humidity,Measurement
GDC,Suspended Sediment Concentration (Eauxsys),Measurement
GDC,Rainfall Duration,Measurement
GDC,Water Level (Stevenschart),Measurement
GDC,Float Recorder,Measurement
GDC,Pressure Transducer,Measurement
GDC,Clarity Tube (cm)-Field,Measurement
GDC,Maxima,Measurement
GDC,1 Day Maxima,Measurement
GDC,1 Hour Maxima,Measurement
GDC,Total Hardness,Measurement
GDC,E-Coli MPN/100ml,Measurement
GDC,Enterococci MPN,Measurement
GDC,Calcium Hardness,Measurement
GDC,Salinity (Lab),Measurement
GDC,Chemical Oxygen Demand O2,Measurement
GDC,Copper Cu,Measurement
GDC,Zinc Zn,Measurement
GDC,Arsenic As,Measurement
GDC,Cadmium Cd,Measurement
GDC,Lead Pb,Measurement
GDC,DRP - P. Orhto g/m3 P,Measurement
GDC,Depth (Cross Section),Measurement
GDC,Other,Measurement
GDC,Chlorine Cl2 (FAC),Measurement
GDC,Total Kjeldahl Nitrogen (WQ),Measurement
GDC,Fluoride F,Measurement
GDC,Nickel Ni,Measurement
GDC,Mercury Hg,Measurement
GDC,Chromium (WQ),Measurement
GDC,Nitrogen (Ammonium),Measurement
GDC,Carbonaceous Biochemical Oxygen Demand (Dissolved),Measurement
GDC,Cadmium (Dissolved),Measurement
GDC,Mercury (Dissolved),Measurement
GDC,Copper (Dissolved),Measurement
GDC,Arsenic (Dissolved),Measurement
GDC,Nickel (Dissolved),Measurement
GDC,Chromium (Dissolved),Measurement
GDC,Zinc (Dissolved),Measurement
GDC,Lead (Dissolved),Measurement
GDC,Total Oxidised Nitrogen (Calculation),Measurement
GDC,Water Temperature (Logger),Measurement
GDC,Rainfall normal 1951-1980 NZ Met Service,Measurement
GDC,Rainfall Normal 1980-1990,Measurement
GDC,Manganese Mn,Measurement
GDC,Turbidity,Measurement
GDC,Water Level Backup,Measurement
GDC,Flow Velocity,Measurement
GDC,Relative Humidity,Measurement
GDC,Faecal Coliform MPN,Measurement
GDC,Water Level (Foxboro chart-Tidal),Measurement
GDC,Carbon Dioxide  CO2,Measurement
GDC,30.44 Days Maxima,Measurement
GDC,Discharge,Measurement
GDC,Site Karakatuwhero River at SH35 Bridge 17800001 has no measurements,Measurement
GDC,Site Mangaoporo River at Tutamatai Bridge 18314003 has no measurements,Measurement
GDC,Total Solids (WQ),Measurement
GDC,Total Organic Carbon,Measurement
GDC,Boron  B,Measurement
GDC,Total Organic Carbon -(g/m3),Measurement
GDC,Total Nitrate-(Nitrite + Nitrate),Measurement
GDC,Calcium (WQ),Measurement
GDC,Magnesium (WQ),Measurement
GDC,Total Tannin+Lignin,Measurement
GDC,Secchi Black Disc (metres) water clarity,Measurement
GDC,Absorbance @ 270 nm,Measurement
GDC,Absorbance at 440 nm (nanometres),Measurement
GDC,Dieldrin,Measurement
GDC,Boron (Dissolved),Measurement
GDC,Iron (Dissolved),Measurement
GDC,Manganese (Dissolved),Measurement
GDC,Site Matawai Stream at Tawai 16521512 has no measurements,Measurement
GDC,Copper,Measurement
GDC,Lead,Measurement
GDC,Zinc,Measurement
GDC,Total Solids,Measurement
GDC,Site Waingaromia River at Terrace Station 19722001 has no measurements,Measurement
GDC,Site Waimata River at Monowai Bridge 19600056 has no measurements,Measurement
GDC,Water Level (metres),Measurement
GDC,HPC_35°C (48h),Measurement
GDC,True Colour,Measurement
GDC,Aluminium Al,Measurement
GDC,Esh Colis Colilert,Measurement
GDC,Sodium (Dissolved),Measurement
GDC,Bromine Br,Measurement
GDC,Silica (Total),Measurement
GDC,Total Dissolved Solids (WQ),Measurement
GDC,Total Petroleum Hydrocarbons (WQ),Measurement
GDC,Carbonate Alkalinity,Measurement
GDC,Bicarbonate Alkalinity (Calculation),Measurement
GDC,Bicarbonate Alkalinity (HCO3),Measurement
GDC,Potassium (Dissolved),Measurement
GDC,Calcium (Dissolved),Measurement
GDC,Magnesium (Dissolved),Measurement
GDC,Hydroxide Alkalinity (as CaCO3),Measurement
GDC,Aluminium (Dissolved),Measurement
GDC,pH,Measurement
GDC,Silica (Dissolved),Measurement
GDC,Average Wind Direction,Measurement
GDC,Average Wind Speed,Measurement
GDC,Maximum Wind Speed,Measurement
GDC,Fire Weather Index,Measurement
GDC,Nitrogen (Dissolved Ammonia),Measurement
GDC,Staff Gauge,Measurement
GDC,Iodine,Measurement
GDC,Site Waipaoa River at Kanakanaia Bridge has no measurements,Measurement
Environment Canterbury Regional Council,pH (Lab),Measurement
Environment Canterbury Regional Council,Dissolved Reactive Phosphorus,Measurement
Environment Canterbury Regional Council,Total Phosphorus,Measurement
Environment Canterbury Regional Council,Total Nitrogen,Measurement
Environment Canterbury Regional Council,Ammoniacal Nitrogen,Measurement
Environment Canterbury Regional Council,Total Oxidised Nitrogen,Measurement
Environment Canterbury Regional Council,Black Disc Clarity,Measurement
Environment Canterbury Regional Council,Turbidity (Lab),Measurement
Environment Canterbury Regional Council,E. coli,Measurement
Environment Canterbury Regional Council,Water Temperature (X),Measurement
Environment Canterbury Regional Council,Site Waikakahi Stream Cock & Hen Road has no measurements,Measurement
Christchurch,pH (Lab),Measurement
Christchurch,Dissolved Reactive Phosphorus,Measurement
Christchurch,Total Phosphorus,Measurement
Christchurch,Total Nitrogen,Measurement
Christchurch,Ammoniacal Nitrogen,Measurement
Christchurch,Total Oxidised Nitrogen,Measurement
Christchurch,Turbidity (Lab),Measurement
Christchurch,E. coli,Measurement
WRC,Black Disk,Measurement
WRC,TotalNitrogen,Measurement
WRC,DRP,Measurement
WRC,pH,Measurement
WRC,EColi,Measurement
WRC,NH4,Measurement
WRC,Turb_Misc,Measurement
WRC,NNN,Measurement
WRC,Total Phosphorus,Measurement
WRC,MCI_HB,Measurement
WRC,EPT_TaxaMedian,Measurement
WRC,Taxa_Richness,Measurement
WRC,Water Temperature,Measurement
WRC,Dissolved Oxygen,Measurement
WRC,% Dissolved Oxygen,Measurement
WRC,MCI_SB,Measurement
WRC,Discharge,Measurement
Auckland Council,pH,Measurement
Auckland Council,Total Oxidised Nitrogen,Measurement
Auckland Council,Ammonia,Measurement
Auckland Council,Total Nitrogen,Measurement
Auckland Council,Total Phosphorus,Measurement
Auckland Council,Soluble Phosphorus,Measurement
Auckland Council,e.Coli,Measurement
Auckland Council,Transparency,Measurement
TDC,pH,Measurement
TDC,Turbidity,Measurement
TDC,Total Nitrogen,Measurement
TDC,Total Phosphorus,Measurement
TDC,Total Ammonia,Measurement
TDC,Dissolved Reactive Phosphorus,Measurement
TDC,pH (Field),Measurement
TDC,E.coli,Measurement
TDC,Water Clarity,Measurement
